tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,churn
45,29.67,281,3,8.2,month-to-month,0,1,8.0,referral,C,0
36,31.44,609,3,15.3,month-to-month,1,3,6.0,referral,B,0
22,106.51,552,5,1.2,two-year,1,2,8.0,ads,C,0
25,33.63,364,4,4.9,month-to-month,0,3,7.0,organic,B,0
14,44.81,355,2,1.4,month-to-month,1,1,7.0,partner,B,0
68,62.46,414,3,6.9,one-year,0,3,9.0,ads,B,0
12,105.9,414,4,3.0,month-to-month,0,3,6.0,ads,A,1
21,100.75,393,6,12.5,month-to-month,0,1,3.0,partner,A,1
60,134.28,415,3,0.0,one-year,1,4,4.0,organic,C,0
63,38.43,282,2,6.8,one-year,1,2,7.0,ads,C,0
25,41.59,278,1,2.8,month-to-month,1,3,2.0,referral,B,0
47,50.62,284,2,0.0,month-to-month,1,3,7.0,referral,B,0
40,59.5,447,3,1.1,two-year,1,4,5.0,partner,C,0
69,112.34,560,2,8.3,month-to-month,0,4,7.0,organic,C,0
34,87.25,704,3,7.8,one-year,0,3,8.0,organic,C,0
46,89.55,628,0,0.0,one-year,0,5,10.0,referral,C,0
34,57.54,316,2,0.0,one-year,1,4,10.0,partner,C,0
15,116.39,576,2,10.0,month-to-month,0,3,7.0,organic,C,1
61,80.13,440,1,0.0,one-year,1,2,9.0,organic,C,0
39,80.98,494,1,4.0,month-to-month,0,2,3.0,ads,B,0
43,51.19,629,1,0.0,two-year,1,2,9.0,referral,B,0
14,57.57,587,2,15.9,month-to-month,1,3,2.0,organic,B,1
46,89.27,341,2,12.9,one-year,0,5,8.0,ads,C,1
45,27.99,381,0,0.9,one-year,0,5,4.0,referral,C,0
11,142.2,409,1,7.8,one-year,0,2,4.0,ads,C,1
42,90.71,443,2,7.8,month-to-month,0,2,6.0,partner,A,0
35,102.75,475,4,7.6,month-to-month,0,3,1.0,partner,C,0
9,23.6,618,0,1.6,month-to-month,0,4,8.0,partner,A,1
50,25.47,405,0,2.8,month-to-month,0,1,8.0,referral,C,0
42,145.08,372,3,2.0,one-year,0,3,9.0,ads,C,0
33,40.47,443,2,4.3,month-to-month,1,3,8.0,partner,A,0
60,40.98,348,2,0.3,two-year,1,4,8.0,referral,B,0
16,134.82,620,8,5.6,month-to-month,0,2,5.0,ads,B,1
19,123.55,275,6,5.4,one-year,0,4,4.0,ads,B,0
45,105.13,148,6,0.4,month-to-month,1,2,6.0,partner,B,1
45,111.04,309,1,5.9,month-to-month,0,2,6.0,ads,C,0
26,22.86,150,3,4.4,month-to-month,0,2,4.0,ads,B,1
2,108.83,464,6,11.0,month-to-month,0,1,3.0,referral,A,1
13,49.68,255,1,5.6,one-year,0,2,6.0,ads,B,0
8,49.46,691,5,7.7,month-to-month,1,1,3.0,partner,C,1
72,76.51,448,4,2.4,month-to-month,0,3,9.0,referral,A,0
29,74.83,380,3,8.1,two-year,0,4,5.0,organic,B,0
7,88.9,263,5,9.9,one-year,1,2,5.0,ads,C,0
35,114.7,445,4,4.9,month-to-month,0,4,8.0,ads,C,0
22,136.89,650,1,5.3,month-to-month,0,3,6.0,organic,B,1
32,78.72,172,3,8.3,month-to-month,0,3,9.0,referral,A,0
69,97.37,525,1,2.5,month-to-month,1,4,7.0,referral,C,0
32,84.27,311,3,5.7,one-year,1,3,6.0,partner,B,0
34,20.32,569,1,0.0,one-year,1,3,5.0,referral,B,0
23,127.42,319,6,12.4,month-to-month,1,2,5.0,partner,A,1
19,115.65,618,6,1.9,two-year,0,3,5.0,ads,B,0
48,144.74,497,2,5.5,month-to-month,1,3,5.0,referral,B,0
19,68.41,288,4,14.4,one-year,0,2,4.0,ads,A,1
2,126.62,297,2,4.3,one-year,0,4,5.0,ads,A,0
21,114.6,391,2,7.4,month-to-month,0,2,3.0,partner,A,1
37,35.18,283,3,1.5,month-to-month,1,5,10.0,referral,C,0
69,146.13,211,2,0.0,one-year,1,3,6.0,partner,A,0
13,39.92,580,2,0.0,month-to-month,0,2,6.0,partner,B,1
36,127.96,168,1,1.9,month-to-month,1,5,7.0,ads,C,0
39,81.58,630,6,4.7,month-to-month,0,4,6.0,ads,B,1
29,98.09,365,1,4.9,one-year,1,2,6.0,partner,A,0
39,87.06,479,2,7.8,one-year,1,4,7.0,ads,C,0
51,28.72,720,1,0.0,one-year,1,3,10.0,organic,B,0
53,143.15,509,3,5.0,month-to-month,1,4,7.0,ads,B,0
41,133.53,336,3,11.8,month-to-month,1,4,6.0,ads,A,1
55,96.25,652,4,3.7,month-to-month,0,3,5.0,partner,C,0
1,83.74,180,4,18.9,one-year,1,3,3.0,ads,B,1
23,63.25,449,5,7.6,month-to-month,1,3,5.0,organic,A,0
55,42.72,587,0,0.0,month-to-month,1,3,10.0,organic,B,0
61,121.73,359,1,0.0,two-year,1,1,6.0,organic,C,0
54,87.18,284,1,5.8,one-year,0,1,7.0,partner,A,0
40,108.2,258,2,0.6,two-year,1,3,9.0,organic,B,0
34,58.37,407,3,4.7,month-to-month,1,4,4.0,organic,B,0
72,135.88,161,0,0.0,two-year,1,3,10.0,referral,C,0
23,147.16,171,2,5.7,month-to-month,1,2,6.0,ads,A,0
31,105.93,336,4,6.4,one-year,1,2,7.0,referral,C,0
23,131.06,362,4,6.9,month-to-month,0,2,4.0,organic,A,0
3,50.45,461,6,7.6,one-year,0,2,4.0,ads,A,1
54,146.39,377,6,6.6,month-to-month,0,5,6.0,referral,B,0
11,49.54,330,5,6.4,month-to-month,1,2,7.0,partner,A,1
17,49.71,583,2,6.5,month-to-month,0,2,5.0,ads,C,1
33,139.66,466,8,3.0,two-year,1,4,6.0,ads,A,1
43,57.08,662,6,10.0,month-to-month,0,1,5.0,partner,A,0
56,67.31,418,0,0.0,month-to-month,0,5,10.0,referral,A,0
61,130.93,206,0,0.2,one-year,1,2,7.0,ads,A,0
46,131.48,329,4,6.2,one-year,0,2,10.0,ads,A,0
56,30.85,265,2,3.8,one-year,1,3,6.0,referral,A,0
21,61.58,437,2,6.1,two-year,1,5,4.0,organic,A,0
4,51.35,441,6,10.0,one-year,0,3,2.0,organic,B,1
56,136.76,260,3,2.3,one-year,0,4,5.0,organic,B,0
34,58.51,390,2,2.4,month-to-month,1,2,8.0,referral,B,1
37,50.88,477,3,8.7,one-year,1,4,6.0,ads,A,0
45,58.23,291,5,11.9,month-to-month,0,4,8.0,partner,B,1
23,133.86,840,7,5.8,one-year,0,2,3.0,ads,C,1
2,44.77,355,8,3.8,month-to-month,0,2,6.0,ads,B,1
55,43.99,395,3,0.0,one-year,1,4,8.0,ads,C,0
44,128.92,331,1,6.0,month-to-month,1,5,10.0,organic,C,1
8,42.35,239,4,16.1,two-year,0,2,6.0,ads,C,0
28,85.36,319,4,0.0,one-year,1,5,6.0,referral,B,0
26,82.84,348,4,11.1,month-to-month,1,2,10.0,partner,B,0
48,21.43,470,3,9.6,month-to-month,1,2,8.0,ads,B,0
29,99.08,432,1,8.3,month-to-month,1,4,5.0,organic,B,0
19,107.33,262,4,8.6,month-to-month,0,3,3.0,ads,B,1
14,46.28,479,8,0.9,month-to-month,1,4,6.0,ads,A,1
34,95.07,430,5,7.0,month-to-month,0,5,6.0,ads,B,1
28,38.73,579,4,4.6,month-to-month,1,2,9.0,partner,C,0
37,116.3,683,0,4.4,month-to-month,0,3,4.0,referral,C,0
28,89.64,505,7,4.5,one-year,1,2,7.0,organic,A,0
38,73.42,510,4,11.9,one-year,0,2,2.0,partner,A,1
27,145.0,320,3,9.8,two-year,0,2,6.0,referral,C,0
44,143.91,402,2,5.2,one-year,0,3,7.0,ads,A,1
49,24.95,97,1,6.2,month-to-month,1,4,10.0,organic,A,0
56,58.81,358,3,7.8,month-to-month,0,2,2.0,partner,B,1
51,51.23,485,5,8.4,month-to-month,1,3,9.0,ads,A,0
44,143.91,629,2,0.0,two-year,0,2,5.0,ads,C,0
16,43.92,387,7,9.3,month-to-month,0,1,2.0,organic,B,1
35,27.11,383,4,5.2,month-to-month,0,2,4.0,partner,C,0
14,46.25,365,7,8.2,month-to-month,1,2,6.0,ads,B,1
35,117.8,302,4,3.8,one-year,1,3,5.0,ads,B,0
15,86.82,295,3,10.0,month-to-month,1,2,3.0,ads,A,1
24,145.75,306,4,15.2,month-to-month,0,1,4.0,organic,B,1
1,125.53,583,4,4.6,one-year,0,2,5.0,ads,B,1
57,45.63,395,1,5.1,month-to-month,1,3,7.0,ads,C,0
50,69.1,272,4,0.3,month-to-month,0,2,7.0,referral,A,1
25,125.95,286,2,11.0,month-to-month,0,3,8.0,organic,B,1
44,115.67,168,1,5.0,month-to-month,1,3,8.0,ads,A,0
8,62.95,373,4,5.1,month-to-month,0,2,6.0,ads,A,1
39,96.67,335,1,4.2,two-year,1,4,7.0,ads,C,0
38,95.99,442,3,1.6,one-year,1,3,3.0,ads,A,0
18,134.22,517,4,9.8,month-to-month,1,6,6.0,ads,A,1
14,22.74,315,4,1.7,one-year,1,2,5.0,ads,A,0
36,53.66,390,7,2.1,month-to-month,1,3,5.0,organic,C,0
36,112.45,556,6,3.8,month-to-month,0,1,6.0,organic,A,1
31,104.18,329,0,3.3,month-to-month,0,3,4.0,referral,C,0
18,64.39,258,4,6.9,one-year,1,1,3.0,referral,B,1
33,131.68,475,0,0.0,month-to-month,1,4,9.0,partner,B,0
12,115.55,568,2,7.0,month-to-month,1,3,4.0,ads,B,0
38,97.87,561,3,1.2,two-year,0,3,6.0,referral,B,0
49,51.91,328,3,0.0,one-year,1,2,9.0,organic,A,0
1,58.72,279,4,4.0,one-year,0,4,2.0,referral,A,1
15,103.99,387,4,6.4,one-year,1,2,6.0,organic,A,1
39,145.45,423,2,4.6,one-year,0,3,7.0,referral,B,0
36,130.94,417,2,4.5,month-to-month,1,4,7.0,organic,C,0
36,47.17,345,1,11.1,one-year,1,2,6.0,partner,A,0
46,117.22,573,2,3.4,month-to-month,0,2,6.0,ads,C,1
45,141.78,593,3,3.6,two-year,0,4,9.0,referral,A,0
10,32.79,243,4,6.4,one-year,0,4,5.0,ads,C,0
58,108.39,295,3,2.3,month-to-month,1,3,10.0,referral,B,0
48,31.02,389,1,2.2,two-year,1,1,7.0,ads,A,0
34,20.61,405,2,2.8,month-to-month,1,4,8.0,ads,B,0
9,146.8,483,4,4.9,two-year,1,1,6.0,referral,B,0
30,47.22,370,5,8.2,month-to-month,1,3,6.0,organic,B,0
31,123.93,392,2,2.5,one-year,0,1,6.0,referral,A,1
24,92.56,114,5,0.0,month-to-month,0,3,9.0,organic,C,0
9,101.88,578,2,3.9,month-to-month,1,3,6.0,organic,A,0
38,39.7,187,5,9.9,month-to-month,0,2,8.0,ads,C,0
57,118.41,187,1,1.0,month-to-month,1,4,9.0,referral,B,0
40,63.99,213,2,0.0,month-to-month,1,3,10.0,organic,B,0
31,98.42,306,3,7.7,month-to-month,1,3,7.0,organic,B,0
34,71.84,552,2,1.2,one-year,1,4,8.0,referral,B,0
25,43.31,552,3,3.7,month-to-month,0,3,6.0,ads,B,1
20,37.64,349,7,5.8,month-to-month,0,2,5.0,ads,C,0
19,71.07,223,5,3.8,month-to-month,0,4,4.0,partner,A,1
1,20.96,464,4,7.4,month-to-month,0,4,1.0,ads,A,0
25,145.31,376,2,12.4,one-year,1,3,6.0,ads,B,1
20,57.26,529,3,6.5,month-to-month,1,3,9.0,organic,B,0
60,107.82,257,2,0.0,two-year,1,2,10.0,organic,A,0
45,94.39,379,1,0.9,month-to-month,1,1,7.0,referral,B,0
8,115.01,512,5,4.5,month-to-month,0,2,6.0,organic,B,1
57,127.73,542,7,0.0,one-year,1,5,9.0,ads,A,0
1,133.93,602,2,10.7,one-year,0,1,3.0,ads,A,1
62,107.16,604,4,2.7,month-to-month,0,4,8.0,ads,A,0
45,70.45,399,0,2.1,one-year,1,3,8.0,organic,B,0
1,84.21,543,5,0.4,one-year,0,2,6.0,ads,B,1
33,67.68,550,2,3.8,one-year,1,3,10.0,organic,A,0
45,143.55,260,2,0.7,month-to-month,0,4,8.0,referral,A,0
25,61.65,498,3,8.9,month-to-month,1,3,6.0,ads,C,0
42,54.42,391,0,10.9,one-year,1,2,10.0,referral,B,0
72,91.32,503,0,0.0,two-year,1,2,10.0,organic,A,0
28,32.39,483,1,3.8,month-to-month,1,4,7.0,partner,C,0
40,134.98,557,3,1.6,one-year,1,4,6.0,partner,A,0
52,148.16,502,1,7.0,month-to-month,0,3,6.0,ads,B,0
30,65.29,382,2,0.0,month-to-month,0,1,5.0,ads,A,0
22,35.06,446,3,0.1,month-to-month,1,4,6.0,organic,B,0
33,56.07,312,2,3.3,month-to-month,0,2,5.0,referral,B,0
19,74.45,588,1,10.3,two-year,1,4,6.0,partner,A,0
51,129.03,538,3,12.9,one-year,1,2,6.0,partner,C,0
29,145.8,255,2,1.4,one-year,1,2,4.0,referral,A,0
72,113.56,464,1,0.0,month-to-month,0,3,7.0,ads,C,0
70,141.22,616,1,0.0,one-year,1,4,7.0,organic,B,0
18,43.52,518,1,5.7,one-year,1,4,6.0,referral,C,1
33,140.78,479,2,0.0,month-to-month,1,3,8.0,organic,A,0
36,95.24,505,1,9.0,month-to-month,0,4,9.0,organic,A,0
42,78.37,438,4,4.5,one-year,1,3,7.0,ads,B,0
47,79.0,325,0,4.3,month-to-month,1,3,5.0,ads,B,0
64,143.88,368,4,3.3,one-year,1,1,7.0,referral,B,0
23,67.51,331,3,12.3,one-year,1,1,6.0,ads,C,0
41,40.21,471,4,3.9,two-year,0,5,9.0,organic,A,0
47,96.95,586,1,1.1,month-to-month,1,3,10.0,organic,A,0
54,34.42,565,5,3.8,two-year,1,3,7.0,ads,A,0
64,112.61,271,1,0.0,month-to-month,1,4,9.0,referral,B,0
31,20.1,309,7,7.0,month-to-month,0,1,8.0,ads,B,0
33,73.1,345,4,10.2,month-to-month,1,2,5.0,ads,A,0
1,123.97,446,6,8.9,month-to-month,0,2,2.0,ads,A,1
59,73.17,304,1,6.2,month-to-month,0,2,10.0,ads,A,0
47,119.53,533,2,0.0,month-to-month,1,3,5.0,ads,A,0
60,111.48,254,2,1.2,month-to-month,0,2,1.0,partner,C,0
16,107.07,523,0,0.6,month-to-month,1,3,8.0,partner,C,0
46,73.81,493,5,7.4,month-to-month,1,3,6.0,ads,B,0
66,139.39,254,2,0.0,one-year,1,6,10.0,referral,B,0
45,66.81,407,1,0.0,one-year,1,3,4.0,organic,B,0
62,69.6,356,3,2.2,month-to-month,0,2,7.0,organic,A,0
53,110.67,280,4,5.9,one-year,1,5,7.0,ads,B,1
48,117.03,506,0,5.6,month-to-month,0,4,6.0,referral,B,0
42,60.9,456,3,0.5,month-to-month,0,2,9.0,partner,C,0
19,123.51,322,2,4.9,month-to-month,1,2,3.0,organic,A,0
41,127.49,644,2,0.0,month-to-month,1,2,8.0,referral,B,0
48,25.91,384,2,0.0,one-year,1,5,10.0,organic,C,0
51,81.05,307,1,1.7,one-year,0,5,9.0,organic,A,0
20,105.75,441,2,0.0,two-year,1,4,10.0,referral,A,0
36,52.57,627,4,8.2,month-to-month,1,4,7.0,ads,B,0
22,106.08,275,5,14.2,month-to-month,0,2,6.0,partner,B,1
29,43.01,436,3,5.9,month-to-month,1,6,7.0,organic,B,0
40,21.35,394,3,6.3,one-year,1,3,8.0,partner,A,0
28,95.51,461,1,3.1,one-year,1,1,7.0,ads,A,0
45,28.68,301,3,7.1,month-to-month,1,3,2.0,ads,A,1
53,78.74,476,1,0.9,one-year,1,3,10.0,referral,B,0
32,76.43,464,2,5.7,one-year,1,4,8.0,ads,B,0
16,143.77,527,3,2.8,month-to-month,0,3,6.0,referral,A,0
24,35.69,477,5,0.0,one-year,1,2,4.0,organic,A,0
37,85.07,539,2,4.8,month-to-month,0,2,1.0,partner,B,0
61,122.13,474,3,0.0,one-year,0,2,8.0,organic,C,0
50,33.74,544,2,5.8,one-year,1,2,4.0,ads,B,0
29,103.37,518,3,2.0,month-to-month,1,3,2.0,ads,C,0
15,144.69,482,6,15.4,month-to-month,0,3,4.0,partner,C,1
10,21.93,496,3,11.5,two-year,1,4,5.0,referral,A,1
53,80.82,465,1,3.2,month-to-month,1,3,10.0,referral,A,0
29,131.14,333,4,2.7,one-year,0,4,6.0,partner,B,1
34,43.77,434,6,0.2,month-to-month,0,2,3.0,ads,B,0
38,99.88,349,2,8.1,month-to-month,1,4,3.0,referral,B,0
57,93.49,488,3,1.8,month-to-month,1,4,5.0,organic,C,0
22,109.56,121,2,15.2,one-year,0,2,1.0,ads,B,0
29,114.74,379,4,6.6,two-year,0,2,4.0,referral,A,1
6,97.67,262,3,2.9,month-to-month,1,4,6.0,referral,A,0
65,120.06,417,0,0.0,two-year,1,4,6.0,organic,A,0
72,49.81,302,0,0.0,month-to-month,1,5,9.0,partner,A,0
29,133.57,643,0,0.0,one-year,1,2,9.0,organic,B,0
55,138.57,270,3,5.9,one-year,1,4,5.0,organic,C,0
28,49.62,366,5,9.2,month-to-month,0,3,6.0,ads,A,1
69,148.72,619,0,0.0,one-year,1,3,8.0,partner,A,0
61,122.14,570,3,0.0,month-to-month,1,3,5.0,ads,A,0
56,33.03,566,2,10.5,month-to-month,1,3,6.0,referral,B,0
45,70.27,209,6,1.9,one-year,0,3,8.0,ads,B,0
45,20.97,393,1,2.6,month-to-month,1,3,8.0,referral,C,0
44,78.79,291,3,8.8,one-year,0,3,9.0,partner,A,0
23,109.43,476,8,3.4,two-year,1,4,5.0,ads,C,0
29,67.19,511,3,2.6,month-to-month,1,3,6.0,ads,A,0
22,40.74,582,3,12.1,one-year,0,2,5.0,ads,B,1
24,144.49,427,1,2.7,one-year,0,3,3.0,ads,A,1
22,39.85,339,2,11.0,month-to-month,0,4,6.0,partner,A,1
28,146.45,331,0,4.3,one-year,0,4,5.0,ads,C,1
35,107.05,421,4,5.3,two-year,1,1,8.0,referral,B,0
49,37.86,478,5,0.0,one-year,0,2,6.0,organic,A,0
12,129.37,513,11,11.2,month-to-month,0,1,3.0,ads,C,1
25,134.1,454,2,7.9,two-year,1,4,6.0,organic,B,0
49,39.4,268,3,3.7,two-year,1,5,7.0,organic,C,0
13,95.69,439,4,4.8,month-to-month,0,2,4.0,ads,B,1
27,135.0,466,3,1.1,month-to-month,0,3,5.0,partner,C,0
29,120.43,110,1,6.6,month-to-month,0,2,5.0,organic,A,1
1,46.86,446,4,10.8,one-year,1,3,3.0,ads,A,0
32,32.59,419,5,9.4,month-to-month,0,2,8.0,ads,A,0
32,95.62,517,6,7.0,month-to-month,0,4,4.0,partner,A,1
64,82.63,320,1,0.0,month-to-month,1,3,9.0,organic,B,0
63,145.96,409,1,0.0,month-to-month,1,6,8.0,organic,A,0
54,76.02,380,1,0.0,two-year,1,2,9.0,referral,C,0
52,38.7,439,1,8.4,two-year,1,2,6.0,referral,B,0
25,69.33,305,5,0.0,month-to-month,0,4,4.0,ads,A,1
40,26.29,528,2,4.6,month-to-month,0,4,6.0,partner,B,0
18,81.36,231,4,0.0,two-year,0,3,6.0,ads,B,0
8,148.58,477,4,5.3,one-year,0,1,7.0,organic,B,1
68,110.6,757,3,4.2,two-year,1,1,10.0,referral,B,0
1,69.75,394,5,0.0,month-to-month,0,5,7.0,organic,B,0
29,137.72,573,3,6.5,month-to-month,0,3,6.0,partner,A,1
62,58.75,363,2,5.4,one-year,0,4,2.0,organic,B,1
40,86.16,620,1,1.0,one-year,1,2,8.0,ads,C,0
26,126.77,396,3,16.0,one-year,0,2,5.0,ads,A,1
52,110.64,433,2,0.0,month-to-month,0,5,8.0,referral,B,0
18,26.62,434,1,0.4,two-year,0,1,2.0,partner,A,0
44,135.76,260,6,0.9,one-year,0,4,8.0,referral,A,0
33,101.5,492,2,1.1,month-to-month,1,4,5.0,referral,B,1
49,148.39,413,1,5.4,one-year,0,5,6.0,partner,C,0
61,137.87,399,2,6.7,month-to-month,1,4,9.0,partner,C,0
19,80.34,160,5,2.7,month-to-month,0,3,4.0,partner,B,1
26,119.52,636,1,0.0,month-to-month,1,2,10.0,ads,C,0
26,117.95,716,4,1.8,month-to-month,0,3,5.0,ads,B,1
27,24.94,88,5,9.7,month-to-month,0,3,7.0,partner,C,0
56,88.33,436,1,4.1,month-to-month,1,4,6.0,organic,C,0
12,76.44,440,3,5.8,one-year,1,3,7.0,referral,C,1
8,51.86,653,2,6.2,month-to-month,0,3,6.0,organic,A,0
25,27.0,328,7,8.1,month-to-month,0,2,5.0,organic,A,0
57,100.33,607,0,3.6,two-year,0,2,7.0,referral,C,0
11,75.0,312,3,8.2,month-to-month,0,1,2.0,organic,C,1
37,22.89,411,0,0.0,two-year,1,6,8.0,ads,A,0
60,147.75,556,5,4.3,month-to-month,0,2,5.0,ads,A,1
68,149.39,487,2,0.0,one-year,1,4,9.0,ads,B,0
35,139.25,426,1,6.3,two-year,0,3,4.0,referral,C,0
48,60.19,460,6,0.0,one-year,0,3,4.0,referral,B,0
28,109.14,564,8,7.3,month-to-month,1,2,8.0,organic,C,0
54,124.18,407,1,0.0,month-to-month,1,4,8.0,organic,C,0
38,40.4,466,3,4.4,month-to-month,1,4,4.0,ads,B,0
51,82.96,586,4,0.0,month-to-month,1,5,5.0,ads,B,0
36,115.9,432,7,0.0,two-year,0,3,6.0,ads,A,0
16,58.76,361,0,1.4,month-to-month,1,2,3.0,ads,C,1
61,32.73,513,4,0.0,month-to-month,0,1,6.0,partner,C,0
21,91.54,578,2,3.1,month-to-month,1,4,10.0,ads,C,0
19,73.41,577,5,4.7,one-year,1,3,4.0,partner,A,0
12,78.69,511,5,11.0,one-year,0,2,4.0,ads,B,1
5,127.6,625,4,0.1,month-to-month,0,1,7.0,ads,A,1
44,72.77,443,4,4.1,month-to-month,1,4,9.0,ads,B,0
48,95.88,360,1,5.1,month-to-month,1,4,6.0,organic,C,0
49,134.22,240,3,2.9,one-year,0,4,6.0,organic,B,0
48,103.83,292,1,0.0,month-to-month,1,1,4.0,referral,A,0
36,115.16,481,4,1.3,month-to-month,1,4,6.0,organic,A,1
30,103.68,481,5,12.1,month-to-month,1,2,6.0,partner,B,1
33,69.94,609,5,8.7,month-to-month,0,5,7.0,ads,C,0
12,34.44,506,4,7.3,two-year,1,5,6.0,referral,B,0
33,70.09,475,4,3.0,month-to-month,1,3,5.0,organic,A,0
19,98.86,347,4,0.6,one-year,1,3,5.0,partner,A,1
46,23.74,574,4,3.9,month-to-month,0,2,4.0,ads,C,0
42,124.99,735,0,0.0,one-year,1,5,10.0,organic,A,0
39,135.45,379,6,8.0,two-year,1,3,8.0,referral,A,0
28,24.08,324,4,1.4,month-to-month,0,4,5.0,ads,A,1
38,92.27,332,1,0.0,month-to-month,1,3,8.0,referral,A,0
72,142.63,634,4,0.0,one-year,1,4,8.0,ads,C,0
62,81.26,519,1,0.0,two-year,0,4,10.0,referral,A,0
1,133.68,431,2,9.9,month-to-month,0,2,3.0,ads,A,1
43,45.46,494,2,5.6,month-to-month,0,3,2.0,ads,B,0
46,30.99,211,6,6.6,one-year,0,3,5.0,ads,B,1
32,130.41,643,4,2.4,two-year,0,3,7.0,referral,A,0
47,81.45,511,2,0.0,one-year,0,4,8.0,organic,C,0
27,63.72,530,3,10.4,month-to-month,1,3,4.0,organic,A,1
68,91.5,362,4,10.7,one-year,1,2,6.0,ads,A,0
15,115.17,263,6,8.3,month-to-month,0,1,4.0,partner,A,1
31,83.04,446,1,0.0,one-year,0,1,5.0,ads,C,0
13,65.29,488,2,7.3,one-year,0,1,3.0,organic,C,1
3,137.08,442,1,7.7,one-year,0,4,7.0,organic,C,0
53,100.88,539,2,1.3,month-to-month,0,1,3.0,ads,C,0
7,100.2,307,8,4.8,month-to-month,1,4,5.0,referral,A,1
52,97.23,305,2,0.0,one-year,0,3,8.0,referral,C,0
1,65.91,317,4,2.7,two-year,0,3,7.0,referral,A,0
62,144.12,277,1,0.0,month-to-month,1,6,10.0,referral,B,0
48,143.44,366,6,2.3,month-to-month,1,4,8.0,organic,C,0
26,112.04,376,2,0.0,one-year,0,5,7.0,referral,A,0
35,71.59,442,5,6.3,month-to-month,0,1,3.0,ads,A,1
40,56.88,537,2,0.4,one-year,0,5,6.0,ads,C,0
46,145.58,468,4,9.3,two-year,0,2,4.0,partner,B,0
58,69.54,234,5,0.0,one-year,1,4,8.0,ads,A,0
58,64.16,525,0,0.0,one-year,1,4,10.0,ads,A,0
36,142.93,276,3,10.4,one-year,0,3,8.0,organic,B,1
53,55.09,147,2,0.0,two-year,1,4,10.0,referral,C,0
37,57.4,527,1,1.8,one-year,1,2,4.0,organic,A,1
36,72.38,551,4,2.0,month-to-month,1,3,6.0,ads,A,0
60,143.06,597,1,3.8,one-year,0,5,9.0,partner,B,0
25,41.03,455,4,7.5,month-to-month,0,1,5.0,referral,C,1
59,100.15,612,0,0.0,month-to-month,1,4,8.0,organic,C,0
64,101.99,210,1,1.5,month-to-month,0,4,10.0,referral,B,0
39,114.82,373,4,4.3,month-to-month,0,3,6.0,ads,A,0
54,55.59,538,4,3.9,month-to-month,0,5,8.0,referral,C,0
59,58.92,419,0,0.9,two-year,1,2,6.0,partner,C,0
41,51.83,485,3,2.9,month-to-month,1,4,9.0,referral,B,0
22,83.24,482,3,7.4,month-to-month,1,3,2.0,ads,C,1
11,77.0,536,2,11.5,month-to-month,0,2,6.0,referral,B,1
52,102.16,671,2,4.6,month-to-month,1,2,7.0,organic,B,0
1,112.62,484,1,1.7,month-to-month,0,5,6.0,referral,C,0
42,125.47,500,3,6.4,month-to-month,0,1,8.0,referral,C,0
55,78.71,302,0,5.8,one-year,1,3,7.0,referral,C,0
1,100.77,363,5,4.4,month-to-month,1,2,4.0,ads,A,1
47,48.88,441,2,0.0,month-to-month,1,4,7.0,organic,B,0
33,110.25,400,1,4.3,one-year,1,5,8.0,organic,C,0
37,147.99,270,2,0.6,one-year,1,5,8.0,ads,C,0
63,128.18,550,2,0.9,one-year,0,3,8.0,referral,B,0
49,68.44,354,4,6.2,one-year,0,4,6.0,ads,B,0
11,83.13,417,4,0.0,one-year,0,3,7.0,referral,B,1
21,36.29,257,3,0.0,one-year,0,4,7.0,ads,B,0
31,83.88,506,3,3.4,month-to-month,0,2,4.0,partner,C,0
48,82.36,391,2,11.5,month-to-month,0,3,9.0,organic,C,0
65,76.28,498,3,8.1,two-year,1,3,8.0,ads,A,0
64,73.07,64,3,5.9,month-to-month,1,4,5.0,organic,A,0
16,21.51,321,6,0.1,month-to-month,0,3,4.0,ads,C,1
61,33.69,533,4,1.5,one-year,0,2,4.0,organic,A,0
49,48.55,412,2,3.7,one-year,0,3,8.0,organic,A,0
21,70.44,699,0,5.7,one-year,0,4,6.0,organic,B,0
35,103.47,460,3,0.9,month-to-month,0,2,9.0,ads,B,0
2,33.8,535,3,0.0,one-year,1,4,7.0,referral,A,0
60,122.22,510,2,8.1,month-to-month,0,1,9.0,referral,A,0
71,79.11,331,1,8.4,month-to-month,1,4,8.0,referral,C,0
15,34.29,384,4,7.3,month-to-month,0,2,4.0,organic,C,1
34,114.72,508,3,0.7,one-year,0,6,6.0,ads,A,0
32,20.2,477,3,11.5,one-year,0,1,7.0,partner,C,1
16,130.09,194,4,6.0,month-to-month,1,2,3.0,partner,B,1
6,135.41,551,2,11.4,month-to-month,0,2,4.0,ads,B,1
36,104.62,440,1,1.9,month-to-month,1,4,7.0,organic,B,0
25,129.81,171,5,13.7,month-to-month,0,4,8.0,organic,C,1
45,67.83,339,4,0.0,month-to-month,0,4,10.0,ads,C,0
29,137.97,508,3,4.0,two-year,1,1,5.0,organic,C,0
55,37.69,339,5,7.9,one-year,1,5,8.0,organic,B,0
26,75.57,348,2,5.0,month-to-month,0,4,6.0,ads,C,1
56,69.03,516,4,1.2,two-year,0,6,6.0,ads,C,0
